Index,Cancer,Drug,Gene,Raw P value,Link
18478,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP370,0.1353352832,LINK
18479,Rectum adenocarcinoma (READ),Fluorouracil,TXNRD1,0.1353352832,LINK
18480,Rectum adenocarcinoma (READ),Fluorouracil,EID3,0.1353352832,LINK
18481,Rectum adenocarcinoma (READ),Fluorouracil,CHST11,0.1353352832,LINK
18482,Rectum adenocarcinoma (READ),Fluorouracil,MIR3922,0.1353352832,LINK
18483,Rectum adenocarcinoma (READ),Fluorouracil,SLC41A2,0.1353352832,LINK
18484,Rectum adenocarcinoma (READ),Fluorouracil,C12orf45,0.1353352832,LINK
18485,Rectum adenocarcinoma (READ),Fluorouracil,ALDH1L2,0.1353352832,LINK
18486,Rectum adenocarcinoma (READ),Fluorouracil,KIAA1033,0.1353352832,LINK
18487,Rectum adenocarcinoma (READ),Fluorouracil,APPL2,0.1353352832,LINK
18488,Rectum adenocarcinoma (READ),Fluorouracil,C12orf75,0.1353352832,LINK
18489,Rectum adenocarcinoma (READ),Fluorouracil,NUAK1,0.1353352832,LINK
18490,Rectum adenocarcinoma (READ),Fluorouracil,CKAP4,0.1353352832,LINK
18491,Rectum adenocarcinoma (READ),Fluorouracil,TCP11L2,0.1353352832,LINK
18492,Rectum adenocarcinoma (READ),Fluorouracil,POLR3B,0.1353352832,LINK
18493,Rectum adenocarcinoma (READ),Fluorouracil,RFX4,0.1353352832,LINK
18494,Rectum adenocarcinoma (READ),Fluorouracil,RIC8B,0.1353352832,LINK
18495,Rectum adenocarcinoma (READ),Fluorouracil,C12orf23,0.1353352832,LINK
18496,Rectum adenocarcinoma (READ),Fluorouracil,MTERFD3,0.1353352832,LINK
18497,Rectum adenocarcinoma (READ),Fluorouracil,CRY1,0.1353352832,LINK
18498,Rectum adenocarcinoma (READ),Fluorouracil,BTBD11,0.1353352832,LINK
18499,Rectum adenocarcinoma (READ),Fluorouracil,SNORD74|ENSG00000200897.1,0.1353352832,LINK
18500,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP371,0.1353352832,LINK
18501,Rectum adenocarcinoma (READ),Fluorouracil,PWP1,0.1353352832,LINK
18502,Rectum adenocarcinoma (READ),Fluorouracil,PRDM4,0.1353352832,LINK
18503,Rectum adenocarcinoma (READ),Fluorouracil,ASCL4,0.1353352832,LINK
18504,Rectum adenocarcinoma (READ),Fluorouracil,WSCD2,0.1353352832,LINK
18505,Rectum adenocarcinoma (READ),Fluorouracil,CMKLR1,0.1353352832,LINK
18506,Rectum adenocarcinoma (READ),Fluorouracil,FICD,0.1353352832,LINK
18507,Rectum adenocarcinoma (READ),Fluorouracil,SART3,0.1353352832,LINK
18508,Rectum adenocarcinoma (READ),Fluorouracil,ISCU,0.1353352832,LINK
18509,Rectum adenocarcinoma (READ),Fluorouracil,TMEM119,0.1353352832,LINK
18510,Rectum adenocarcinoma (READ),Fluorouracil,SELPLG,0.1353352832,LINK
18511,Rectum adenocarcinoma (READ),Fluorouracil,CORO1C,0.1353352832,LINK
18512,Rectum adenocarcinoma (READ),Fluorouracil,SNORA40|ENSG00000264043.2,0.1353352832,LINK
18513,Rectum adenocarcinoma (READ),Fluorouracil,SSH1,0.1353352832,LINK
18514,Rectum adenocarcinoma (READ),Fluorouracil,MIR619,0.1353352832,LINK
18515,Rectum adenocarcinoma (READ),Fluorouracil,DAO,0.1353352832,LINK
18516,Rectum adenocarcinoma (READ),Fluorouracil,SVOP,0.1353352832,LINK
18517,Rectum adenocarcinoma (READ),Fluorouracil,USP30,0.1353352832,LINK
18518,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP372,0.1353352832,LINK
18519,Rectum adenocarcinoma (READ),Fluorouracil,ALKBH2,0.1353352832,LINK
18520,Rectum adenocarcinoma (READ),Fluorouracil,UNG,0.1353352832,LINK
18521,Rectum adenocarcinoma (READ),Fluorouracil,ACACB,0.1353352832,LINK
18522,Rectum adenocarcinoma (READ),Fluorouracil,FOXN4,0.1353352832,LINK
18523,Rectum adenocarcinoma (READ),Fluorouracil,MYO1H,0.1353352832,LINK
18524,Rectum adenocarcinoma (READ),Fluorouracil,KCTD10,0.1353352832,LINK
18525,Rectum adenocarcinoma (READ),Fluorouracil,UBE3B,0.1353352832,LINK
18526,Rectum adenocarcinoma (READ),Fluorouracil,MMAB,0.1353352832,LINK
18527,Rectum adenocarcinoma (READ),Fluorouracil,MVK,0.1353352832,LINK
18528,Rectum adenocarcinoma (READ),Fluorouracil,RN7SKP250,0.1353352832,LINK
18529,Rectum adenocarcinoma (READ),Fluorouracil,FAM222A,0.1353352832,LINK
18530,Rectum adenocarcinoma (READ),Fluorouracil,TRPV4,0.1353352832,LINK
18531,Rectum adenocarcinoma (READ),Fluorouracil,MIR4497,0.1353352832,LINK
18532,Rectum adenocarcinoma (READ),Fluorouracil,GLTP,0.1353352832,LINK
18533,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL441P,0.1353352832,LINK
18534,Rectum adenocarcinoma (READ),Fluorouracil,TCHP,0.1353352832,LINK
18535,Rectum adenocarcinoma (READ),Fluorouracil,GIT2,0.1353352832,LINK
18536,Rectum adenocarcinoma (READ),Fluorouracil,ANKRD13A,0.1353352832,LINK
18537,Rectum adenocarcinoma (READ),Fluorouracil,C12orf76,0.1353352832,LINK
18538,Rectum adenocarcinoma (READ),Fluorouracil,IFT81,0.1353352832,LINK
18539,Rectum adenocarcinoma (READ),Fluorouracil,ATP2A2,0.1353352832,LINK
18540,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL769P,0.1353352832,LINK
18541,Rectum adenocarcinoma (READ),Fluorouracil,ANAPC7,0.1353352832,LINK
18542,Rectum adenocarcinoma (READ),Fluorouracil,ARPC3,0.1353352832,LINK
18543,Rectum adenocarcinoma (READ),Fluorouracil,GPN3,0.1353352832,LINK
18544,Rectum adenocarcinoma (READ),Fluorouracil,FAM216A,0.1353352832,LINK
18545,Rectum adenocarcinoma (READ),Fluorouracil,VPS29,0.1353352832,LINK
18546,Rectum adenocarcinoma (READ),Fluorouracil,SNORD50|ENSG00000202335.1,0.1353352832,LINK
18547,Rectum adenocarcinoma (READ),Fluorouracil,RAD9B,0.1353352832,LINK
18548,Rectum adenocarcinoma (READ),Fluorouracil,PPTC7,0.1353352832,LINK
18549,Rectum adenocarcinoma (READ),Fluorouracil,TCTN1,0.1353352832,LINK
18550,Rectum adenocarcinoma (READ),Fluorouracil,HVCN1,0.1353352832,LINK
18551,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL387P,0.1353352832,LINK
18552,Rectum adenocarcinoma (READ),Fluorouracil,PPP1CC,0.1353352832,LINK
18553,Rectum adenocarcinoma (READ),Fluorouracil,CCDC63,0.1353352832,LINK
18554,Rectum adenocarcinoma (READ),Fluorouracil,MYL2,0.1353352832,LINK
18555,Rectum adenocarcinoma (READ),Fluorouracil,CUX2,0.1353352832,LINK
18556,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP373,0.1353352832,LINK
18557,Rectum adenocarcinoma (READ),Fluorouracil,FAM109A,0.1353352832,LINK
18558,Rectum adenocarcinoma (READ),Fluorouracil,SH2B3,0.1353352832,LINK
18559,Rectum adenocarcinoma (READ),Fluorouracil,ATXN2,0.1353352832,LINK
18560,Rectum adenocarcinoma (READ),Fluorouracil,U7|ENSG00000272215.1,0.1353352832,LINK
18561,Rectum adenocarcinoma (READ),Fluorouracil,BRAP,0.1353352832,LINK
18562,Rectum adenocarcinoma (READ),Fluorouracil,ACAD10,0.1353352832,LINK
18563,Rectum adenocarcinoma (READ),Fluorouracil,ALDH2,0.1353352832,LINK
18564,Rectum adenocarcinoma (READ),Fluorouracil,MAPKAPK5,0.1353352832,LINK
18565,Rectum adenocarcinoma (READ),Fluorouracil,ADAM1A,0.1353352832,LINK
18566,Rectum adenocarcinoma (READ),Fluorouracil,TMEM116,0.1353352832,LINK
18567,Rectum adenocarcinoma (READ),Fluorouracil,ERP29,0.1353352832,LINK
18568,Rectum adenocarcinoma (READ),Fluorouracil,NAA25,0.1353352832,LINK
18569,Rectum adenocarcinoma (READ),Fluorouracil,MIR3657,0.1353352832,LINK
18570,Rectum adenocarcinoma (READ),Fluorouracil,TRAFD1,0.1353352832,LINK
18571,Rectum adenocarcinoma (READ),Fluorouracil,HECTD4,0.1353352832,LINK
18572,Rectum adenocarcinoma (READ),Fluorouracil,RN7SKP71,0.1353352832,LINK
18573,Rectum adenocarcinoma (READ),Fluorouracil,PTPN11,0.1353352832,LINK
18574,Rectum adenocarcinoma (READ),Fluorouracil,RPL6,0.1353352832,LINK
18575,Rectum adenocarcinoma (READ),Fluorouracil,RPH3A,0.1353352832,LINK
18576,Rectum adenocarcinoma (READ),Fluorouracil,OAS1,0.1353352832,LINK
18577,Rectum adenocarcinoma (READ),Fluorouracil,OAS3,0.1353352832,LINK
18578,Rectum adenocarcinoma (READ),Fluorouracil,OAS2,0.1353352832,LINK
18579,Rectum adenocarcinoma (READ),Fluorouracil,DTX1,0.1353352832,LINK
18580,Rectum adenocarcinoma (READ),Fluorouracil,RASAL1,0.1353352832,LINK
18581,Rectum adenocarcinoma (READ),Fluorouracil,CCDC42B,0.1353352832,LINK
18582,Rectum adenocarcinoma (READ),Fluorouracil,DDX54,0.1353352832,LINK
18583,Rectum adenocarcinoma (READ),Fluorouracil,C12orf52,0.1353352832,LINK
18584,Rectum adenocarcinoma (READ),Fluorouracil,IQCD,0.1353352832,LINK
18585,Rectum adenocarcinoma (READ),Fluorouracil,TPCN1,0.1353352832,LINK
18586,Rectum adenocarcinoma (READ),Fluorouracil,SLC24A6,0.1353352832,LINK
18587,Rectum adenocarcinoma (READ),Fluorouracil,PLBD2,0.1353352832,LINK
18588,Rectum adenocarcinoma (READ),Fluorouracil,SDS,0.1353352832,LINK
18589,Rectum adenocarcinoma (READ),Fluorouracil,SDSL,0.1353352832,LINK
18590,Rectum adenocarcinoma (READ),Fluorouracil,LHX5,0.1353352832,LINK
18591,Rectum adenocarcinoma (READ),Fluorouracil,RBM19,0.1353352832,LINK
18592,Rectum adenocarcinoma (READ),Fluorouracil,TBX5,0.1353352832,LINK
18593,Rectum adenocarcinoma (READ),Fluorouracil,RN7SKP216,0.1353352832,LINK
18594,Rectum adenocarcinoma (READ),Fluorouracil,TBX3,0.1353352832,LINK
18595,Rectum adenocarcinoma (READ),Fluorouracil,SNORA27|ENSG00000252459.1,0.1353352832,LINK
18596,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL865P,0.1353352832,LINK
18597,Rectum adenocarcinoma (READ),Fluorouracil,SNORD56|ENSG00000200112.1,0.1353352832,LINK
18598,Rectum adenocarcinoma (READ),Fluorouracil,MED13L,0.1353352832,LINK
18599,Rectum adenocarcinoma (READ),Fluorouracil,MIR620,0.1353352832,LINK
18600,Rectum adenocarcinoma (READ),Fluorouracil,LINC00173,0.1353352832,LINK
18601,Rectum adenocarcinoma (READ),Fluorouracil,MAP1LC3B2,0.1353352832,LINK
18602,Rectum adenocarcinoma (READ),Fluorouracil,C12orf49,0.1353352832,LINK
18603,Rectum adenocarcinoma (READ),Fluorouracil,RNFT2,0.1353352832,LINK
18604,Rectum adenocarcinoma (READ),Fluorouracil,HRK,0.1353352832,LINK
18605,Rectum adenocarcinoma (READ),Fluorouracil,FBXW8,0.1353352832,LINK
18606,Rectum adenocarcinoma (READ),Fluorouracil,TESC,0.1353352832,LINK
18607,Rectum adenocarcinoma (READ),Fluorouracil,FBXO21,0.1353352832,LINK
18608,Rectum adenocarcinoma (READ),Fluorouracil,NOS1,0.1353352832,LINK
18609,Rectum adenocarcinoma (READ),Fluorouracil,KSR2,0.1353352832,LINK
18610,Rectum adenocarcinoma (READ),Fluorouracil,RFC5,0.1353352832,LINK
18611,Rectum adenocarcinoma (READ),Fluorouracil,WSB2,0.1353352832,LINK
18612,Rectum adenocarcinoma (READ),Fluorouracil,VSIG10,0.1353352832,LINK
18613,Rectum adenocarcinoma (READ),Fluorouracil,PEBP1,0.1353352832,LINK
18614,Rectum adenocarcinoma (READ),Fluorouracil,TAOK3,0.1353352832,LINK
18615,Rectum adenocarcinoma (READ),Fluorouracil,SUDS3,0.1353352832,LINK
18616,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP374,0.1353352832,LINK
18617,Rectum adenocarcinoma (READ),Fluorouracil,SNORA38|ENSG00000201042.1,0.1353352832,LINK
18618,Rectum adenocarcinoma (READ),Fluorouracil,SRRM4,0.1353352832,LINK
18619,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL508P,0.1353352832,LINK
18620,Rectum adenocarcinoma (READ),Fluorouracil,HSPB8,0.1353352832,LINK
18621,Rectum adenocarcinoma (READ),Fluorouracil,CCDC60,0.1353352832,LINK
18622,Rectum adenocarcinoma (READ),Fluorouracil,TMEM233,0.1353352832,LINK
18623,Rectum adenocarcinoma (READ),Fluorouracil,RN7SKP197,0.1353352832,LINK
18624,Rectum adenocarcinoma (READ),Fluorouracil,PRKAB1,0.1353352832,LINK
18625,Rectum adenocarcinoma (READ),Fluorouracil,CIT,0.1353352832,LINK
18626,Rectum adenocarcinoma (READ),Fluorouracil,MIR1178,0.1353352832,LINK
18627,Rectum adenocarcinoma (READ),Fluorouracil,CCDC64,0.1353352832,LINK
18628,Rectum adenocarcinoma (READ),Fluorouracil,snoU13|ENSG00000272464.1,0.1353352832,LINK
18629,Rectum adenocarcinoma (READ),Fluorouracil,RAB35,0.1353352832,LINK
18630,Rectum adenocarcinoma (READ),Fluorouracil,GCN1L1,0.1353352832,LINK
18631,Rectum adenocarcinoma (READ),Fluorouracil,MIR4498,0.1353352832,LINK
18632,Rectum adenocarcinoma (READ),Fluorouracil,RPLP0,0.1353352832,LINK
18633,Rectum adenocarcinoma (READ),Fluorouracil,PXN,0.1353352832,LINK
18634,Rectum adenocarcinoma (READ),Fluorouracil,SIRT4,0.1353352832,LINK
18635,Rectum adenocarcinoma (READ),Fluorouracil,PLA2G1B,0.1353352832,LINK
18636,Rectum adenocarcinoma (READ),Fluorouracil,MSI1,0.1353352832,LINK
18637,Rectum adenocarcinoma (READ),Fluorouracil,RPS27P25,0.1353352832,LINK
18638,Rectum adenocarcinoma (READ),Fluorouracil,COX6A1,0.1353352832,LINK
18639,Rectum adenocarcinoma (READ),Fluorouracil,GATC,0.1353352832,LINK
18640,Rectum adenocarcinoma (READ),Fluorouracil,TRIAP1,0.1353352832,LINK
18641,Rectum adenocarcinoma (READ),Fluorouracil,SRSF9,0.1353352832,LINK
18642,Rectum adenocarcinoma (READ),Fluorouracil,DYNLL1,0.1353352832,LINK
18643,Rectum adenocarcinoma (READ),Fluorouracil,COQ5,0.1353352832,LINK
18644,Rectum adenocarcinoma (READ),Fluorouracil,RNF10,0.1353352832,LINK
18645,Rectum adenocarcinoma (READ),Fluorouracil,POP5,0.1353352832,LINK
18646,Rectum adenocarcinoma (READ),Fluorouracil,CABP1,0.1353352832,LINK
18647,Rectum adenocarcinoma (READ),Fluorouracil,MLEC,0.1353352832,LINK
18648,Rectum adenocarcinoma (READ),Fluorouracil,UNC119B,0.1353352832,LINK
18649,Rectum adenocarcinoma (READ),Fluorouracil,MIR4700,0.1353352832,LINK
18650,Rectum adenocarcinoma (READ),Fluorouracil,ACADS,0.1353352832,LINK
18651,Rectum adenocarcinoma (READ),Fluorouracil,SPPL3,0.1353352832,LINK
18652,Rectum adenocarcinoma (READ),Fluorouracil,HNF1A,0.1353352832,LINK
18653,Rectum adenocarcinoma (READ),Fluorouracil,C12orf43,0.1353352832,LINK
18654,Rectum adenocarcinoma (READ),Fluorouracil,OASL,0.1353352832,LINK
18655,Rectum adenocarcinoma (READ),Fluorouracil,SNORA70|ENSG00000201945.1,0.1353352832,LINK
18656,Rectum adenocarcinoma (READ),Fluorouracil,P2RX7,0.1353352832,LINK
18657,Rectum adenocarcinoma (READ),Fluorouracil,P2RX4,0.1353352832,LINK
18658,Rectum adenocarcinoma (READ),Fluorouracil,CAMKK2,0.1353352832,LINK
18659,Rectum adenocarcinoma (READ),Fluorouracil,ANAPC5,0.1353352832,LINK
18660,Rectum adenocarcinoma (READ),Fluorouracil,RNF34,0.1353352832,LINK
18661,Rectum adenocarcinoma (READ),Fluorouracil,KDM2B,0.1353352832,LINK
18662,Rectum adenocarcinoma (READ),Fluorouracil,ORAI1,0.1353352832,LINK
18663,Rectum adenocarcinoma (READ),Fluorouracil,MORN3,0.1353352832,LINK
18664,Rectum adenocarcinoma (READ),Fluorouracil,TMEM120B,0.1353352832,LINK
18665,Rectum adenocarcinoma (READ),Fluorouracil,RHOF,0.1353352832,LINK
18666,Rectum adenocarcinoma (READ),Fluorouracil,SETD1B,0.1353352832,LINK
18667,Rectum adenocarcinoma (READ),Fluorouracil,HPD,0.1353352832,LINK
18668,Rectum adenocarcinoma (READ),Fluorouracil,PSMD9,0.1353352832,LINK
18669,Rectum adenocarcinoma (READ),Fluorouracil,WDR66,0.1353352832,LINK
18670,Rectum adenocarcinoma (READ),Fluorouracil,BCL7A,0.1353352832,LINK
18671,Rectum adenocarcinoma (READ),Fluorouracil,MLXIP,0.1353352832,LINK
18672,Rectum adenocarcinoma (READ),Fluorouracil,LRRC43,0.1353352832,LINK
18673,Rectum adenocarcinoma (READ),Fluorouracil,IL31,0.1353352832,LINK
18674,Rectum adenocarcinoma (READ),Fluorouracil,B3GNT4,0.1353352832,LINK
18675,Rectum adenocarcinoma (READ),Fluorouracil,DIABLO,0.1353352832,LINK
18676,Rectum adenocarcinoma (READ),Fluorouracil,VPS33A,0.1353352832,LINK
18677,Rectum adenocarcinoma (READ),Fluorouracil,CLIP1,0.1353352832,LINK
18678,Rectum adenocarcinoma (READ),Fluorouracil,ZCCHC8,0.1353352832,LINK
18679,Rectum adenocarcinoma (READ),Fluorouracil,SNORA9|ENSG00000252192.1,0.1353352832,LINK
18680,Rectum adenocarcinoma (READ),Fluorouracil,RSRC2,0.1353352832,LINK
18681,Rectum adenocarcinoma (READ),Fluorouracil,KNTC1,0.1353352832,LINK
18682,Rectum adenocarcinoma (READ),Fluorouracil,HCAR1,0.1353352832,LINK
18683,Rectum adenocarcinoma (READ),Fluorouracil,HCAR2,0.1353352832,LINK
18684,Rectum adenocarcinoma (READ),Fluorouracil,HCAR3,0.1353352832,LINK
18685,Rectum adenocarcinoma (READ),Fluorouracil,DENR,0.1353352832,LINK
18686,Rectum adenocarcinoma (READ),Fluorouracil,CCDC62,0.1353352832,LINK
18687,Rectum adenocarcinoma (READ),Fluorouracil,HIP1R,0.1353352832,LINK
18688,Rectum adenocarcinoma (READ),Fluorouracil,VPS37B,0.1353352832,LINK
18689,Rectum adenocarcinoma (READ),Fluorouracil,ABCB9,0.1353352832,LINK
18690,Rectum adenocarcinoma (READ),Fluorouracil,ARL6IP4,0.1353352832,LINK
18691,Rectum adenocarcinoma (READ),Fluorouracil,OGFOD2,0.1353352832,LINK
18692,Rectum adenocarcinoma (READ),Fluorouracil,PITPNM2,0.1353352832,LINK
18693,Rectum adenocarcinoma (READ),Fluorouracil,MIR4304,0.1353352832,LINK
18694,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL133P,0.1353352832,LINK
18695,Rectum adenocarcinoma (READ),Fluorouracil,MPHOSPH9,0.1353352832,LINK
18696,Rectum adenocarcinoma (READ),Fluorouracil,C12orf65,0.1353352832,LINK
18697,Rectum adenocarcinoma (READ),Fluorouracil,CDK2AP1,0.1353352832,LINK
18698,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP375,0.1353352832,LINK
18699,Rectum adenocarcinoma (READ),Fluorouracil,SBNO1,0.1353352832,LINK
18700,Rectum adenocarcinoma (READ),Fluorouracil,SETD8,0.1353352832,LINK
18701,Rectum adenocarcinoma (READ),Fluorouracil,RILPL2,0.1353352832,LINK
18702,Rectum adenocarcinoma (READ),Fluorouracil,SNRNP35,0.1353352832,LINK
18703,Rectum adenocarcinoma (READ),Fluorouracil,RILPL1,0.1353352832,LINK
18704,Rectum adenocarcinoma (READ),Fluorouracil,MIR3908,0.1353352832,LINK
18705,Rectum adenocarcinoma (READ),Fluorouracil,TMED2,0.1353352832,LINK
18706,Rectum adenocarcinoma (READ),Fluorouracil,SNORA9|ENSG00000206897.1,0.1353352832,LINK
18707,Rectum adenocarcinoma (READ),Fluorouracil,DNAH10,0.1353352832,LINK
18708,Rectum adenocarcinoma (READ),Fluorouracil,CCDC92,0.1353352832,LINK
18709,Rectum adenocarcinoma (READ),Fluorouracil,DNAH10OS,0.1353352832,LINK
18710,Rectum adenocarcinoma (READ),Fluorouracil,ZNF664,0.1353352832,LINK
18711,Rectum adenocarcinoma (READ),Fluorouracil,FAM101A,0.1353352832,LINK
18712,Rectum adenocarcinoma (READ),Fluorouracil,NCOR2,0.1353352832,LINK
18713,Rectum adenocarcinoma (READ),Fluorouracil,SCARB1,0.1353352832,LINK
18714,Rectum adenocarcinoma (READ),Fluorouracil,UBC,0.1353352832,LINK
18715,Rectum adenocarcinoma (READ),Fluorouracil,MIR5188,0.1353352832,LINK
18716,Rectum adenocarcinoma (READ),Fluorouracil,RPL22P19,0.1353352832,LINK
18717,Rectum adenocarcinoma (READ),Fluorouracil,DHX37,0.1353352832,LINK
18718,Rectum adenocarcinoma (READ),Fluorouracil,BRI3BP,0.1353352832,LINK
18719,Rectum adenocarcinoma (READ),Fluorouracil,AACS,0.1353352832,LINK
18720,Rectum adenocarcinoma (READ),Fluorouracil,TMEM132B,0.1353352832,LINK
18721,Rectum adenocarcinoma (READ),Fluorouracil,LINC00939,0.1353352832,LINK
18722,Rectum adenocarcinoma (READ),Fluorouracil,LINC00943,0.1353352832,LINK
18723,Rectum adenocarcinoma (READ),Fluorouracil,LINC00944,0.1353352832,LINK
18724,Rectum adenocarcinoma (READ),Fluorouracil,LINC00507,0.1353352832,LINK
18725,Rectum adenocarcinoma (READ),Fluorouracil,LINC00508,0.1353352832,LINK
18726,Rectum adenocarcinoma (READ),Fluorouracil,MIR4419B,0.1353352832,LINK
18727,Rectum adenocarcinoma (READ),Fluorouracil,MIR3612,0.1353352832,LINK
18728,Rectum adenocarcinoma (READ),Fluorouracil,TMEM132C,0.1353352832,LINK
18729,Rectum adenocarcinoma (READ),Fluorouracil,snoU13|ENSG00000238895.1,0.1353352832,LINK
18730,Rectum adenocarcinoma (READ),Fluorouracil,SLC15A4,0.1353352832,LINK
18731,Rectum adenocarcinoma (READ),Fluorouracil,GLT1D1,0.1353352832,LINK
18732,Rectum adenocarcinoma (READ),Fluorouracil,TMEM132D,0.1353352832,LINK
18733,Rectum adenocarcinoma (READ),Fluorouracil,FZD10,0.1353352832,LINK
18734,Rectum adenocarcinoma (READ),Fluorouracil,PIWIL1,0.1353352832,LINK
18735,Rectum adenocarcinoma (READ),Fluorouracil,RIMBP2,0.1353352832,LINK
18736,Rectum adenocarcinoma (READ),Fluorouracil,RN7SL534P,0.1353352832,LINK
18737,Rectum adenocarcinoma (READ),Fluorouracil,STX2,0.1353352832,LINK
18738,Rectum adenocarcinoma (READ),Fluorouracil,snoU13|ENSG00000238822.1,0.1353352832,LINK
18739,Rectum adenocarcinoma (READ),Fluorouracil,RAN,0.1353352832,LINK
18740,Rectum adenocarcinoma (READ),Fluorouracil,GPR133,0.1353352832,LINK
18741,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP376,0.1353352832,LINK
18742,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP377,0.1353352832,LINK
18743,Rectum adenocarcinoma (READ),Fluorouracil,SFSWAP,0.1353352832,LINK
18744,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP378,0.1353352832,LINK
18745,Rectum adenocarcinoma (READ),Fluorouracil,MMP17,0.1353352832,LINK
18746,Rectum adenocarcinoma (READ),Fluorouracil,ULK1,0.1353352832,LINK
18747,Rectum adenocarcinoma (READ),Fluorouracil,PUS1,0.1353352832,LINK
18748,Rectum adenocarcinoma (READ),Fluorouracil,EP400,0.1353352832,LINK
18749,Rectum adenocarcinoma (READ),Fluorouracil,SNORA49,0.1353352832,LINK
18750,Rectum adenocarcinoma (READ),Fluorouracil,EP400NL,0.1353352832,LINK
18751,Rectum adenocarcinoma (READ),Fluorouracil,DDX51,0.1353352832,LINK
18752,Rectum adenocarcinoma (READ),Fluorouracil,GALNT9,0.1353352832,LINK
18753,Rectum adenocarcinoma (READ),Fluorouracil,NOC4L,0.1353352832,LINK
18754,Rectum adenocarcinoma (READ),Fluorouracil,MUC8,0.1353352832,LINK
18755,Rectum adenocarcinoma (READ),Fluorouracil,FBRSL1,0.1353352832,LINK
18756,Rectum adenocarcinoma (READ),Fluorouracil,ANHX,0.1353352832,LINK
18757,Rectum adenocarcinoma (READ),Fluorouracil,ANKLE2,0.1353352832,LINK
18758,Rectum adenocarcinoma (READ),Fluorouracil,CHFR,0.1353352832,LINK
18759,Rectum adenocarcinoma (READ),Fluorouracil,GOLGA3,0.1353352832,LINK
18760,Rectum adenocarcinoma (READ),Fluorouracil,LRCOL1,0.1353352832,LINK
18761,Rectum adenocarcinoma (READ),Fluorouracil,P2RX2,0.1353352832,LINK
18762,Rectum adenocarcinoma (READ),Fluorouracil,PGAM5,0.1353352832,LINK
18763,Rectum adenocarcinoma (READ),Fluorouracil,POLE,0.1353352832,LINK
18764,Rectum adenocarcinoma (READ),Fluorouracil,PXMP2,0.1353352832,LINK
18765,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP379,0.1353352832,LINK
18766,Rectum adenocarcinoma (READ),Fluorouracil,RNU4ATAC12P,0.1353352832,LINK
18767,Rectum adenocarcinoma (READ),Fluorouracil,ZNF10,0.1353352832,LINK
18768,Rectum adenocarcinoma (READ),Fluorouracil,ZNF140,0.1353352832,LINK
18769,Rectum adenocarcinoma (READ),Fluorouracil,ZNF268,0.1353352832,LINK
18770,Rectum adenocarcinoma (READ),Fluorouracil,ZNF26,0.1353352832,LINK
18771,Rectum adenocarcinoma (READ),Fluorouracil,ZNF605,0.1353352832,LINK
18772,Rectum adenocarcinoma (READ),Fluorouracil,ZNF84,0.1353352832,LINK
18773,Rectum adenocarcinoma (READ),Fluorouracil,ZNF891,0.1353352832,LINK
18774,Rectum adenocarcinoma (READ),Fluorouracil,ADAMTS17,0.1353352832,LINK
18775,Rectum adenocarcinoma (READ),Fluorouracil,RNA5SP402,0.1353352832,LINK
18776,Rectum adenocarcinoma (READ),Fluorouracil,CERS3,0.1353352832,LINK
18777,Rectum adenocarcinoma (READ),Fluorouracil,SPATA41,0.1353352832,LINK
18778,Rectum adenocarcinoma (READ),Fluorouracil,LINS,0.1353352832,LINK
18779,Rectum adenocarcinoma (READ),Fluorouracil,ASB7,0.1353352832,LINK
18780,Rectum adenocarcinoma (READ),Fluorouracil,ALDH1A3,0.1353352832,LINK
18781,Rectum adenocarcinoma (READ),Fluorouracil,LRRK1,0.1353352832,LINK
18782,Rectum adenocarcinoma (READ),Fluorouracil,CHSY1,0.1353352832,LINK
18783,Rectum adenocarcinoma (READ),Fluorouracil,VIMP,0.1353352832,LINK
18784,Rectum adenocarcinoma (READ),Fluorouracil,SNRPA1,0.1353352832,LINK
18785,Rectum adenocarcinoma (READ),Fluorouracil,PCSK6,0.1353352832,LINK
18786,Rectum adenocarcinoma (READ),Fluorouracil,DDX11L9,0.1353352832,LINK
18787,Rectum adenocarcinoma (READ),Fluorouracil,DNM1P47,0.1353352832,LINK
18788,Rectum adenocarcinoma (READ),Fluorouracil,FAM138E,0.1353352832,LINK
18789,Rectum adenocarcinoma (READ),Fluorouracil,OR4F13P,0.1353352832,LINK
18790,Rectum adenocarcinoma (READ),Fluorouracil,OR4F15,0.1353352832,LINK
18791,Rectum adenocarcinoma (READ),Fluorouracil,OR4F4,0.1353352832,LINK
